,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,New_Year
214,Maruti Wagon R AMT VXI,Mumbai,6469.09,2016,8500,Petrol,Automatic,First,20,998,67,5,Maruti,8
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,16096.08,2010,30500,Petrol,Automatic,First,11,1796,186,5,Mercedes-Benz,14
216,Audi A8 L 3.0 TDI quattro,Delhi,68983.2,2012,56000,Diesel,Automatic,First,11,2967,246,5,Audi,12
217,Hyundai i10 Magna 1.1,Pune,4445.58,2012,44000,Petrol,Manual,Second,19,1086,68,5,Hyundai,12
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,13643.34,2017,10500,Petrol,Automatic,First,14,1598,103,5,Skoda,7
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,39856.96,2017,26000,Petrol,Automatic,First,14,1798,177,5,Skoda,7
220,Hyundai i20 Active 1.2 SX,Coimbatore,12600.93,2018,25166,Petrol,Manual,First,17,1197,81,5,Hyundai,6
221,Honda Amaze VX i-DTEC,Kolkata,5365.36,2014,64000,Diesel,Manual,Second,25,1498,98,5,Honda,10
222,Maruti Wagon R LXI,Chennai,1916.2,2004,61000,Petrol,Manual,Second,18,998,67,5,Maruti,20
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,5671.95,2013,107000,Diesel,Manual,First,21,1461,65,5,Mahindra,11
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,60413.95,2018,29161,Diesel,Automatic,First,19,2143,167,5,Mercedes-Benz,6
225,Maruti Wagon R VXI,Kolkata,4062.34,2013,32000,Petrol,Manual,First,22,998,67,5,Maruti,11
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,13674.0,2015,46173,Diesel,Manual,Second,19,1461,108,5,Nissan,9
227,Maruti Swift VDI BSIV,Delhi,6285.14,2013,47000,Diesel,Manual,First,17,1248,112,5,Maruti,11
228,Mini Cooper Convertible S,Kochi,54680.68,2017,26327,Petrol,Automatic,First,16,1998,189,4,Mini,7
229,Ford Figo Diesel,Bangalore,5518.66,2015,70436,Diesel,Manual,First,17,1498,99,5,Ford,9
230,Tata Indica V2 DLS BSII,Jaipur,1303.02,2007,200000,Diesel,Manual,Second,17,1396,53,5,Tata,17
231,Chevrolet Beat LT,Kochi,5089.43,2016,60813,Petrol,Manual,Second,18,1199,76,5,Chevrolet,8
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,5518.66,2012,45000,Diesel,Manual,First,22,1199,73,5,Volkswagen,12
233,Maruti Swift ZDi,Hyderabad,10424.13,2016,64000,Diesel,Manual,First,22,1248,74,5,Maruti,8
234,Ford Figo Diesel EXI,Kolkata,3832.4,2012,41284,Diesel,Manual,First,20,1399,68,5,Ford,12
235,Toyota Innova Crysta 2.8 GX AT,Kochi,30107.33,2019,14165,Diesel,Automatic,First,11,2755,171,7,Toyota,5
236,Hyundai Santa Fe 4x4 AT,Mumbai,10730.72,2011,67000,Diesel,Automatic,Second,11,2199,194,7,Hyundai,13
237,Honda City i-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17,1497,117,5,Honda,13
238,Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2018,14960,Petrol,Manual,First,18,1197,81,5,Hyundai,6
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,27777.24,2015,55980,Diesel,Automatic,First,19,2143,167,5,Mercedes-Benz,9
240,Chevrolet Beat Diesel LT,Mumbai,4062.34,2013,74000,Diesel,Manual,First,25,936,57,5,Chevrolet,11
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,11037.31,2015,56847,Diesel,Manual,First,22,1396,88,5,Hyundai,9
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,21921.33,2015,121374,Diesel,Manual,First,12,2494,100,7,Toyota,9
243,Maruti Ertiga VDI,Chennai,10577.42,2013,52000,Diesel,Manual,First,20,1248,88,7,Maruti,11
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,16479.32,2014,118000,Diesel,Manual,First,12,2494,102,7,Toyota,10
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,1456.31,2007,72000,Petrol,Manual,Third,17,1086,112,5,Hyundai,17
246,Honda City i VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17,1497,117,5,Honda,8
247,BMW X1 sDrive20d,Ahmedabad,28359.76,2014,82002,Diesel,Automatic,First,17,1995,184,5,BMW,10
248,Hyundai Grand i10 CRDi Era,Mumbai,7281.56,2017,33000,Diesel,Manual,First,24,1120,70,5,Hyundai,7
249,Maruti Ciaz 1.3 Alpha,Chennai,12953.51,2016,34000,Diesel,Manual,First,28,1248,88,5,Maruti,8
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,5365.36,2012,55000,Diesel,Manual,First,20,1598,103,5,Skoda,12
251,Hyundai Accent CRDi,Kochi,2759.33,2006,160538,Diesel,Manual,First,13,1493,82,5,Hyundai,18
252,Volkswagen Polo GT 1.5 TDI,Jaipur,5671.95,2014,60000,Diesel,Manual,Second,19,1498,103,5,Volkswagen,10
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,10991.32,2017,49575,Petrol,Manual,First,18,1199,88,5,Honda,7
254,Hyundai i10 Era,Jaipur,2682.68,2010,83000,Petrol,Manual,First,19,1086,68,5,Hyundai,14
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,33709.79,2018,51346,Diesel,Automatic,First,16,1995,183,5,Hyundai,6
256,Toyota Innova Crysta 2.4 ZX MT,Pune,28589.7,2017,43000,Diesel,Manual,First,13,2393,147,7,Toyota,7
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2835.98,2011,35000,Petrol,Manual,Third,19,796,35,5,Maruti,13
258,Maruti Swift VXI BSIV,Coimbatore,9121.11,2017,27872,Petrol,Manual,Second,20,1197,81,5,Maruti,7
259,Hyundai Grand i10 Magna,Mumbai,5748.6,2014,16514,Petrol,Manual,First,18,1197,82,5,Hyundai,10
260,Maruti Swift VDI,Pune,5748.6,2012,120000,Diesel,Manual,First,22,1248,74,5,Maruti,12
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,3985.7,2008,143275,Diesel,Manual,First,22,1582,126,5,Hyundai,16
262,Hyundai Santro Xing XL,Hyderabad,2682.68,2006,99000,Petrol,Manual,First,17,1086,112,5,Hyundai,18
263,Hyundai i20 1.2 Sportz,Mumbai,4292.29,2010,52000,Petrol,Manual,First,17,1197,80,5,Hyundai,14
264,Mercedes-Benz GLE 350d,Coimbatore,93955.12,2017,29819,Diesel,Automatic,First,11,2987,254,5,Mercedes-Benz,7
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,27593.28,2014,57000,Diesel,Manual,Second,15,2148,170,5,Mercedes-Benz,10
266,Maruti Ritz ZDi,Hyderabad,6668.38,2014,88500,Diesel,Manual,First,23,1248,73,5,Maruti,10
267,Hyundai Creta 1.6 CRDi SX,Bangalore,21078.2,2016,28000,Diesel,Manual,First,19,1582,126,5,Hyundai,8
268,Maruti A-Star Vxi,Pune,3065.92,2010,67000,Petrol,Manual,First,19,998,66,5,Maruti,14
269,Renault Duster 110PS Diesel RXZ Option,Delhi,15329.6,2016,26000,Diesel,Manual,First,19,1461,108,5,Renault,8
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2529.38,2010,120000,Diesel,Manual,First,17,1248,76,5,Fiat,14
271,BMW X3 xDrive30d M Sport,Coimbatore,70163.58,2017,51982,Diesel,Automatic,First,16,2993,258,5,BMW,7
272,Hyundai i10 Sportz,Bangalore,4982.12,2010,36000,Petrol,Manual,Second,20,1197,78,5,Hyundai,14
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,19621.89,2016,47000,Diesel,Manual,First,12,2494,102,7,Toyota,8
274,Maruti Zen VXI BSII,Mumbai,843.13,2002,60000,Petrol,Manual,Third,17,993,60,5,Maruti,22
275,Maruti Swift VDI,Hyderabad,10960.66,2018,31025,Diesel,Manual,First,28,1248,74,5,Maruti,6
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,10730.72,2013,105000,Diesel,Manual,Second,12,2179,120,8,Mahindra,11
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,5748.6,2017,121900,Diesel,Manual,First,22,1248,74,5,Tata,7
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,13030.16,2017,22695,Petrol,Manual,First,18,999,123,5,Ford,7
279,Maruti Swift Dzire ZDI,Jaipur,6668.38,2012,73000,Diesel,Manual,First,23,1248,74,5,Maruti,12
280,Maruti Alto 800 LXI,Kochi,4997.45,2016,32227,Petrol,Manual,First,22,796,47,5,Maruti,8
281,Honda City 1.5 S MT,Jaipur,6453.76,2011,55000,Petrol,Manual,First,17,1497,118,5,Honda,13
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,107859.07,2018,11287,Diesel,Automatic,First,12,2967,241,7,Audi,6
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,4522.23,2009,48000,Diesel,Automatic,Second,17,1896,105,5,Skoda,15
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,6561.07,2012,54308,Petrol,Manual,First,17,1591,121,5,Hyundai,12
285,Honda City 1.5 V AT,Jaipur,5472.67,2009,78442,Petrol,Automatic,First,16,1497,118,5,Honda,15
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,4767.51,2013,46000,Diesel,Manual,First,21,1396,88,5,Hyundai,11
287,Hyundai i20 Sportz AT 1.4,Coimbatore,9136.44,2014,45051,Petrol,Automatic,First,15,1396,98,5,Hyundai,10
288,Volkswagen Vento Diesel Highline,Hyderabad,7204.91,2011,69000,Diesel,Manual,First,20,1598,103,5,Volkswagen,13
289,Honda City i VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17,1497,117,5,Honda,10
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,8048.04,2018,45000,Diesel,Manual,First,22,1248,74,5,Tata,6
291,BMW 5 Series 2003-2012 520d,Pune,42922.88,2015,64000,Diesel,Automatic,First,18,1995,177,5,BMW,9
292,Maruti Wagon R LXI Minor,Delhi,2069.5,2009,60000,Petrol,Manual,First,18,1061,67,5,Maruti,15
293,Honda Jazz VX,Delhi,7434.86,2015,62178,Petrol,Manual,First,18,1199,88,5,Honda,9
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,10270.83,2012,58006,Diesel,Manual,First,15,1896,105,5,Volkswagen,12
295,Hyundai i10 Magna 1.2,Hyderabad,4752.18,2010,74000,Petrol,Manual,First,20,1197,78,5,Hyundai,14
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,28574.37,2015,77771,Diesel,Automatic,First,19,2143,170,5,Mercedes-Benz,9
297,Hyundai i10 Magna 1.2 iTech SE,Pune,4292.29,2012,45275,Petrol,Manual,First,20,1197,78,5,Hyundai,12
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,31042.44,2016,48000,Diesel,Manual,First,13,2393,147,7,Toyota,8
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,41052.67,2015,31652,Diesel,Automatic,First,17,1968,174,5,Audi,9
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12662.25,2010,109000,Diesel,Manual,Second,12,2494,100,7,Toyota,14
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5963.21,2015,31978,Petrol,Manual,First,16,1198,73,5,Volkswagen,9
302,Maruti Alto K10 LXI,Hyderabad,3219.22,2011,70000,Petrol,Manual,First,20,998,67,5,Maruti,13
303,Honda City i-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18,1497,117,5,Honda,7
304,Tata Indigo LX,Coimbatore,3955.04,2013,59138,Diesel,Manual,First,17,1405,70,5,Tata,11
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,31839.58,2014,61726,Diesel,Automatic,First,17,1968,174,5,Audi,10
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,31057.77,2015,48000,Diesel,Automatic,First,17,2143,136,5,Mercedes-Benz,9
307,Hyundai Santro Xing XL,Chennai,2299.44,2006,58000,Petrol,Manual,Second,17,1086,112,5,Hyundai,18
308,Maruti Swift VDI BSIV,Kolkata,3832.4,2011,60020,Diesel,Manual,First,17,1248,112,5,Maruti,13
309,Maruti Celerio VXI AT,Hyderabad,6515.08,2014,77815,Petrol,Automatic,First,23,998,67,5,Maruti,10
310,Mercedes-Benz GLE 250d,Hyderabad,87378.72,2017,29000,Diesel,Automatic,First,17,2143,201,5,Mercedes-Benz,7
311,Land Rover Range Rover HSE Dynamic,Delhi,67450.24,2017,44000,Diesel,Automatic,First,12,2179,187,5,Land,7
312,Volkswagen Vento Diesel Trendline,Hyderabad,5595.3,2011,108626,Diesel,Manual,First,20,1598,103,5,Volkswagen,13
313,Maruti Omni 8 Seater BSIV,Hyderabad,3142.57,2012,71791,Petrol,Manual,First,14,796,35,5,Maruti,12
314,Honda Brio 1.2 VX MT,Kochi,4798.16,2012,91931,Petrol,Manual,First,18,1198,86,5,Honda,12
315,Tata Sumo Delux,Hyderabad,2299.44,2000,158000,Diesel,Manual,Second,14,2956,83,7,Tata,24
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,4368.94,2012,91183,Diesel,Manual,First,18,1248,75,5,Tata,12
317,Maruti Wagon R LXI BS IV,Delhi,4062.34,2012,65000,Petrol,Manual,First,18,998,67,5,Maruti,12
318,Mahindra XUV500 W8 4WD,Hyderabad,16249.38,2015,88428,Diesel,Manual,First,16,2179,140,7,Mahindra,9
319,Tata Indigo LS Dicor,Pune,1916.2,2008,138000,Diesel,Manual,Second,17,1396,70,5,Tata,16
320,Maruti Ertiga Paseo VXI,Mumbai,12646.92,2018,18000,Petrol,Manual,First,16,1373,93,7,Maruti,6
321,Honda Accord 2.4 A/T,Mumbai,6821.67,2011,60000,Petrol,Automatic,First,11,2354,177,5,Honda,13
322,Maruti Swift Dzire VDi,Kolkata,5671.95,2012,48000,Diesel,Manual,First,19,1248,73,5,Maruti,12
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,4292.29,2009,160000,Diesel,Manual,First,17,1399,68,5,Ford,15
324,Honda City ZX GXi,Kolkata,2759.33,2008,40000,Petrol,Manual,First,17,1497,78,5,Honda,16
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33648.47,2014,51495,Diesel,Automatic,First,17,1968,174,5,Audi,10
326,BMW 6 Series 640d Gran Coupe,Mumbai,75115.04,2011,30000,Diesel,Automatic,First,9,2993,313,4,BMW,13
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,96070.6,2017,97430,Diesel,Automatic,First,14,2967,245,7,Audi,7
328,Maruti Zen Estilo LXI Green (CNG),Pune,2146.14,2008,42496,CNG,Manual,First,26,998,67,5,Maruti,16
329,Hyundai i20 1.4 CRDi Asta,Pune,8431.28,2012,83000,Diesel,Manual,First,23,1396,90,5,Hyundai,12
330,Hyundai i10 Sportz AT,Bangalore,4522.23,2009,37000,Petrol,Automatic,Third,16,1197,78,5,Hyundai,15
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,10516.11,2016,28503,Petrol,Automatic,First,19,1199,88,5,Honda,8
332,Maruti Swift VDI BSIV,Hyderabad,9427.7,2015,76496,Diesel,Manual,First,25,1248,74,5,Maruti,9
333,Hyundai i20 Asta 1.2,Pune,5058.77,2011,79152,Petrol,Manual,Second,18,1197,82,5,Hyundai,13
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,3909.05,2011,32000,Petrol,Manual,First,16,1198,73,5,Volkswagen,13
335,Maruti Alto LXi,Ahmedabad,2299.44,2009,35000,Petrol,Manual,First,19,796,46,5,Maruti,15
336,Toyota Corolla H4,Chennai,3832.4,2004,105000,Petrol,Automatic,Second,11,1794,125,5,Toyota,20
337,Maruti Alto LXi,Chennai,2146.14,2006,56000,Petrol,Manual,Second,19,796,46,5,Maruti,18
338,Tata Manza ELAN Quadrajet BS IV,Pune,5212.06,2012,73000,Diesel,Manual,First,21,1248,88,5,Tata,12
339,Maruti Alto LXi,Pune,3449.16,2012,38000,Petrol,Manual,First,19,796,46,5,Maruti,12
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,11497.2,2013,775000,Diesel,Automatic,First,19,1968,141,5,Skoda,11
341,Toyota Corolla H4,Kolkata,4292.29,2008,80000,Petrol,Automatic,First,11,1794,125,5,Toyota,16
342,Hyundai i20 Asta Option 1.2,Coimbatore,11742.47,2016,24973,Petrol,Manual,First,18,1197,81,5,Hyundai,8
343,Maruti Vitara Brezza LDi,Chennai,10960.66,2016,45000,Diesel,Manual,First,24,1248,88,5,Maruti,8
344,Honda City 1.5 V MT,Delhi,5365.36,2010,87430,Petrol,Manual,First,17,1497,118,5,Honda,14
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,5365.36,2014,133944,Diesel,Manual,Second,18,1248,75,5,Tata,10
346,Honda Amaze S i-Dtech,Kolkata,5288.71,2013,57000,Diesel,Manual,First,25,1498,98,5,Honda,11
347,Hyundai EON D Lite Plus,Coimbatore,5442.01,2016,27904,Petrol,Manual,First,21,814,55,5,Hyundai,8
348,BMW 3 Series Luxury Line,Kochi,39841.63,2015,30717,Diesel,Automatic,Second,21,1995,190,5,BMW,9
349,Hyundai Verna 1.6 SX,Bangalore,8048.04,2012,80000,Diesel,Manual,First,22,1582,126,5,Hyundai,12
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,4445.58,2013,47304,Diesel,Manual,First,21,1248,88,5,Tata,11
351,Skoda Octavia RS,Jaipur,3142.57,2005,100000,Petrol,Automatic,First,14,1984,227,5,Skoda,19
352,Maruti Alto K10 VXI,Pune,5748.6,2017,30000,Petrol,Manual,First,24,998,67,5,Maruti,7
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,10347.48,2014,68000,Diesel,Manual,First,22,1498,89,5,Ford,10
354,Chevrolet Spark 1.0 LS,Kolkata,1456.31,2011,21000,Petrol,Manual,Second,18,995,62,5,Chevrolet,13
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,79713.92,2017,21000,Diesel,Automatic,First,19,1999,177,5,Jaguar,7
356,Honda CR-V RVi MT,Jaipur,5993.87,2007,119000,Petrol,Manual,Third,13,1997,141,5,Honda,17
357,Skoda Superb L&K 1.8 TSI AT,Kochi,41849.81,2019,13747,Petrol,Automatic,First,14,1798,177,5,Skoda,5
358,Hyundai i10 Magna 1.2,Chennai,4138.99,2009,620000,Petrol,Manual,First,20,1197,78,5,Hyundai,15
359,Maruti Swift LDI,Delhi,5365.36,2013,70000,Diesel,Manual,First,22,1248,74,5,Maruti,11
360,Maruti Swift Dzire VXi AT,Mumbai,9504.35,2016,18000,Petrol,Automatic,First,18,1197,83,5,Maruti,8
361,Nissan Micra Diesel XV,Chennai,4215.64,2011,83000,Diesel,Manual,First,23,1461,63,5,Nissan,13
362,Maruti Swift Dzire Tour LDI,Mumbai,4982.12,2015,130000,Diesel,Manual,First,23,1248,74,5,Maruti,9
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,4982.12,2012,63400,Diesel,Manual,First,17,1399,67,5,Ford,12
364,Maruti Zen LX,Kolkata,996.42,2003,65000,Petrol,Manual,First,17,993,60,5,Maruti,21
365,Mini Clubman Cooper S,Pune,53653.6,2017,8350,Petrol,Manual,First,13,1998,192,5,Mini,7
366,Toyota Etios GD,Kolkata,4982.12,2014,45000,Diesel,Manual,First,23,1364,67,5,Toyota,10
367,Maruti Alto 800 2016-2019 LXI,Kolkata,4445.58,2018,26200,Petrol,Manual,First,24,796,47,5,Maruti,6
368,Maruti Alto VXi,Bangalore,4445.58,2011,11000,Petrol,Manual,Third,18,796,47,5,Maruti,13
369,BMW X5 3.0d,Bangalore,27210.04,2009,90000,Diesel,Automatic,Second,11,2993,235,5,BMW,15
370,Nissan Teana XV,Mumbai,12646.92,2015,74000,Petrol,Automatic,Second,11,2496,179,5,Nissan,9
371,Hyundai Grand i10 AT Asta,Coimbatore,8845.18,2015,37081,Petrol,Automatic,First,18,1197,82,5,Hyundai,9
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,14547.79,2017,39000,Diesel,Manual,First,24,1248,88,5,Maruti,7
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,19851.83,2008,99000,Diesel,Automatic,Third,12,2967,241,7,Audi,16
374,Mercedes-Benz GLA Class 200 CDI,Chennai,30659.2,2015,38000,Diesel,Automatic,First,17,2143,136,5,Mercedes-Benz,9
375,Maruti 800 AC,Chennai,1532.96,2007,72000,Petrol,Manual,Third,16,796,37,4,Maruti,17
376,Renault Duster 85PS Diesel RxL,Chennai,10884.02,2015,93000,Diesel,Manual,Second,20,1461,83,5,Renault,9
377,Toyota Corolla Altis D-4D GL,Mumbai,25293.84,2017,5900,Diesel,Manual,First,21,1364,87,5,Toyota,7
378,Mercedes-Benz New C-Class 220,Chennai,39856.96,2014,25000,Diesel,Manual,First,15,2148,170,5,Mercedes-Benz,10
379,Maruti Ritz VDi,Hyderabad,4905.47,2010,68000,Diesel,Manual,Second,21,1248,73,5,Maruti,14
380,Honda BRV i-VTEC V CVT,Kochi,14532.46,2017,35676,Petrol,Automatic,First,16,1497,117,7,Honda,7
381,Hyundai Xcent 1.1 CRDi Base,Kochi,6131.84,2015,74310,Diesel,Manual,First,24,1120,71,5,Hyundai,9
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,40623.44,2014,59364,Diesel,Automatic,First,14,2143,203,5,Mercedes-Benz,10
383,Mercedes-Benz B Class B180,Kochi,18042.94,2014,41380,Petrol,Automatic,Second,14,1595,120,5,Mercedes-Benz,10
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,56719.52,2017,33900,Diesel,Automatic,First,15,2143,204,5,Mercedes-Benz,7
385,Honda City i VTEC VX Option,Mumbai,13413.4,2016,28000,Petrol,Manual,First,17,1497,117,5,Honda,8
386,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2989.27,2007,50958,Petrol,Manual,First,17,1086,112,5,Hyundai,17
387,Honda City 1.5 S MT,Chennai,5748.6,2011,93982,Petrol,Manual,First,17,1497,118,5,Honda,13
388,Hyundai Verna Transform VTVT,Pune,3832.4,2010,95000,Petrol,Manual,First,16,1599,103,5,Hyundai,14
389,Jaguar XE Portfolio,Mumbai,52887.12,2017,9000,Petrol,Automatic,First,13,1999,246,5,Jaguar,7
390,Honda Amaze S i-Vtech,Delhi,7128.26,2015,52516,Petrol,Manual,First,18,1198,86,5,Honda,9
391,Mini Cooper Convertible 1.6,Bangalore,49054.72,2015,20000,Petrol,Automatic,First,18,1598,122,4,Mini,9
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,96285.22,2017,56451,Diesel,Automatic,First,13,2987,282,5,Mercedes-Benz,7
393,Hyundai EON Magna Plus,Chennai,4982.12,2014,37000,Petrol,Manual,First,21,814,55,5,Hyundai,10
394,Maruti Wagon R VXI BS IV,Kolkata,4752.18,2014,17400,Petrol,Manual,First,20,998,67,5,Maruti,10
395,Maruti Ritz LDi,Coimbatore,5993.87,2011,90207,Diesel,Manual,First,21,1248,73,5,Maruti,13
396,BMW 3 Series 320d Sedan,Chennai,16862.56,2011,89616,Diesel,Automatic,First,16,1995,181,5,BMW,13
397,Tata Xenon XT EX 4X2,Pune,5365.36,2014,85000,Diesel,Manual,First,13,2179,138,5,Tata,10
398,Audi A3 35 TDI Attraction,Chennai,25293.84,2014,79271,Diesel,Automatic,First,20,1968,143,5,Audi,10
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,45988.8,2012,56000,Diesel,Automatic,First,12,2179,187,5,Land,12
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,42922.88,2010,85001,Diesel,Automatic,Second,12,2987,224,7,Mercedes-Benz,14
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,42922.88,2018,12000,Diesel,Automatic,First,13,2477,175,7,Mitsubishi,6
402,Maruti Alto LX,Jaipur,1410.32,2010,125000,Petrol,Manual,First,19,796,46,5,Maruti,14
403,Maruti Wagon R LXI BSIII,Pune,4215.64,2013,53000,Petrol,Manual,First,14,1061,64,5,Maruti,11
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,82519.24,2017,34990,Diesel,Automatic,First,12,2179,187,5,Land,7
405,Hyundai Verna 1.6 SX VTVT,Pune,7588.15,2011,49768,Petrol,Manual,Second,17,1591,121,5,Hyundai,13
406,BMW 5 Series 525d Sedan,Hyderabad,51354.16,2013,56000,Diesel,Automatic,First,16,2993,218,5,BMW,11
407,Jaguar XF Diesel,Bangalore,42846.23,2013,75000,Diesel,Automatic,First,14,2993,270,5,Jaguar,11
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,11113.96,2010,57000,Petrol,Automatic,First,13,1798,157,5,Skoda,14
409,Audi Q3 35 TDI Quattro Premium,Kochi,39412.4,2017,37542,Diesel,Automatic,First,15,1968,174,5,Audi,7
410,Land Rover Range Rover 2.2L Pure,Coimbatore,45482.92,2014,95649,Diesel,Automatic,First,12,2179,187,5,Land,10
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,29126.24,2013,35299,Diesel,Automatic,First,14,2143,170,5,Mercedes-Benz,11
412,Mahindra Scorpio S10 4WD,Kochi,20005.13,2017,28464,Diesel,Manual,First,15,2179,120,7,Mahindra,7
413,BMW 3 Series Luxury Line,Mumbai,39090.48,2015,41000,Diesel,Automatic,First,21,1995,190,5,BMW,9
414,Honda BR-V i-VTEC S MT,Pune,13030.16,2017,9000,Petrol,Manual,First,15,1497,117,7,Honda,7
415,Volvo S80 2006-2013 D5,Chennai,11113.96,2010,92098,Diesel,Automatic,Second,16,2400,215,5,Volvo,14
416,Hyundai Accent GLE,Pune,1226.37,2005,5834,Petrol,Manual,First,13,1495,94,5,Hyundai,19
417,Hyundai i20 Active SX Petrol,Jaipur,10577.42,2017,40250,Petrol,Manual,First,17,1197,81,5,Hyundai,7
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,108824.83,2018,22397,Petrol,Automatic,First,11,2996,367,5,Mercedes-Benz,6
419,Hyundai EON Magna Plus,Kolkata,3449.16,2015,20800,Petrol,Manual,Second,21,814,55,5,Hyundai,9
420,Hyundai Grand i10 SportZ Edition,Kochi,8431.28,2018,40322,Petrol,Manual,First,18,1197,81,5,Hyundai,6
421,Honda City 1.5 EXI S,Mumbai,6668.38,2013,52576,Petrol,Manual,First,13,1493,100,5,Honda,11
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,3449.16,2010,55000,Petrol,Manual,First,16,1198,73,5,Volkswagen,14
423,Audi A6 35 TFSI Matrix,Mumbai,37557.52,2016,47000,Petrol,Automatic,First,15,1798,187,5,Audi,8
424,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,8354.63,2010,42021,Diesel,Manual,First,17,1968,112,5,Volkswagen,14
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,18441.51,2017,23163,Petrol,Manual,First,15,1591,121,5,Hyundai,7
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,13030.16,2011,50000,Petrol,Automatic,Second,11,1796,186,5,Mercedes-Benz,13
427,Mini Cooper Convertible S,Mumbai,43689.36,2014,11900,Petrol,Automatic,First,16,1998,189,4,Mini,10
428,Hyundai Santro Xing XO eRLX Euro II,Pune,1839.55,2006,108000,Petrol,Manual,Second,17,1086,112,5,Hyundai,18
